Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.4674052444405106,0.5929813564745594,0.23317429936976916,0.3848683698728523
max,1.0,1.0,1.0,1.0
min,0.17302624667371325,0.20559395220830068,0.05861700979696127,0.1266432573729147
num_considered,150.0,150.0,150.0,150.0
num_eff,11.0,16.0,1.0,4.0
std_dev,0.2279985928205194,0.23026642777915154,0.17653633327541401,0.22030800385489988
