E_CR,E_NCR,E_NCRE,E_CRE
1.0,0.869910276956699,0.8971481150672428,0.8673603349911413
0.869910276956699,1.0,0.7472504654456849,0.8044330680138492
0.8971481150672428,0.7472504654456849,1.0,0.9186291602377592
0.8673603349911413,0.8044330680138492,0.9186291602377592,1.0
