Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.47711758585785463,0.6857336086186648,0.2767900975429172,0.4241750967393535
max,1.0,1.0,1.0,1.0
min,0.19493621269848493,0.30318813131310884,0.08230889062449198,0.13478535518560508
num_considered,150.0,150.0,150.0,150.0
num_eff,13.0,24.0,6.0,13.0
std_dev,0.2332076851915996,0.20680258013623218,0.2218381512383142,0.2586848596103035
