Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.5483345132900344,0.6725696614977472,0.28253599884058056,0.346845404078177
max,1.0,1.0,1.0,1.0
min,0.21715997005205867,0.2560216177579875,0.07418046987853888,0.08889393756263775
num_considered,150.0,150.0,150.0,150.0
num_eff,10.0,22.0,3.0,5.0
std_dev,0.2187513185341933,0.21522306552401288,0.2255671377721994,0.24216267435014777
