Model1,Model2,TKS,p-value
E_CR,E_NCR,0.26,7.268419098706118e-05
E_CR,E_NCRE,0.5933333333333334,7.58847782159937e-25
E_CR,E_CRE,0.47333333333333333,1.4458301144163532e-15
E_NCR,E_NCRE,0.6866666666666666,4.879418718236469e-34
E_NCR,E_CRE,0.6333333333333333,1.4920136895069859e-28
E_NCRE,E_CRE,0.3,2.3292369663354756e-06
