Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.5086829726027747,0.6504168165077697,0.2800122134159862,0.3819655545608217
max,1.0,1.0,1.0,1.0
min,0.18383330072411352,0.2229996567289818,0.08326910199159088,0.14074789149718325
num_considered,150.0,150.0,150.0,150.0
num_eff,15.0,19.0,2.0,10.0
std_dev,0.22204072777725323,0.22158441408640286,0.2070485667903727,0.23699891747793156
