Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.46395630977899976,0.610485330505731,0.25798054397496095,0.38388204310380775
max,1.0,1.0,1.0,1.0
min,0.15050720531622908,0.22612359550558025,0.05291672740667264,0.09787347155768211
num_considered,150.0,150.0,150.0,150.0
num_eff,16.0,25.0,2.0,8.0
std_dev,0.2585548710346082,0.2305676968601298,0.2059886275995941,0.24477742574910552
