Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.37204886828289935,0.5686391595200543,0.18367604419609607,0.25646606833089247
max,1.0,1.0,1.0,1.0
min,0.1338792753602236,0.24100378787868193,0.02850561314668565,0.04606662421655061
num_considered,150.0,150.0,150.0,150.0
num_eff,11.0,14.0,4.0,5.0
std_dev,0.2272641979524341,0.19872376295342045,0.2115845980989346,0.23004193767662076
