Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.3618521681822712,0.49100691192712875,0.21471903770291703,0.33975393256214576
max,1.0,1.0,1.0,1.0
min,0.13863370567776467,0.19387755102040816,0.06572953281951732,0.1338649654439128
num_considered,150.0,150.0,150.0,150.0
num_eff,8.0,12.0,5.0,6.0
std_dev,0.20911763286973406,0.20174327309144327,0.1889843145488738,0.20362199062739283
