Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.5367076880591791,0.6303550291624952,0.37973801529417955,0.491211229701949
max,1.0,1.0,1.0,1.0
min,0.18670547049323405,0.20437304337550444,0.13309114259901889,0.1568870930242129
num_considered,150.0,150.0,150.0,150.0
num_eff,13.0,21.0,1.0,8.0
std_dev,0.2343106613369163,0.2402302604496558,0.20765412723606685,0.23799631350510222
