Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.5442579859810192,0.7037517602872587,0.3189750508258168,0.47635072743496615
max,1.0,1.0,1.0,1.0
min,0.23915331539519613,0.3162246858972133,0.1266490256674121,0.17614938720012063
num_considered,150.0,150.0,150.0,150.0
num_eff,9.0,19.0,3.0,4.0
std_dev,0.20523117675915892,0.19491534104128733,0.1756812601205567,0.2102055358691833
