Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.5234822392828087,0.675255317686745,0.3482670927579934,0.4986474177726636
max,1.0,1.0,1.0,1.0
min,0.20856264610941366,0.2547775811215236,0.1270693019582756,0.18816787098798293
num_considered,150.0,150.0,150.0,150.0
num_eff,12.0,20.0,3.0,8.0
std_dev,0.2128824194586723,0.21009338156061302,0.17777141383657952,0.2204581604722426
