Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.444271824797438,0.6294018198767657,0.27144395759713436,0.38155639209578157
max,1.0,1.0,1.0,1.0
min,0.16750227149723762,0.36802721088435375,0.08395157881960336,0.1294085729788389
num_considered,150.0,150.0,150.0,150.0
num_eff,7.0,17.0,4.0,5.0
std_dev,0.20889168801438227,0.19043353369677615,0.19785648698783986,0.21297379719512244
