Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.4865507972382294,0.6502820243866604,0.3580378914520218,0.4686726056774746
max,1.0,1.0,1.0,1.0
min,0.2215019096457722,0.2976494334313615,0.12679468633909385,0.16299507687887504
num_considered,150.0,150.0,150.0,150.0
num_eff,10.0,17.0,2.0,7.0
std_dev,0.1992955148461846,0.20185926536732587,0.19806436398205532,0.22790599316365773
