E_CR,E_NCR,E_NCRE,E_CRE
1.0,0.89084305751322,0.8730376217640284,0.7989218486939275
0.89084305751322,1.0,0.8158608901863087,0.8240582454199429
0.8730376217640284,0.8158608901863087,1.0,0.9423688499063696
0.7989218486939275,0.8240582454199429,0.9423688499063696,1.0
