Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.5200517127660838,0.7344904874300731,0.25113530735925876,0.36996171449621096
max,1.0,1.0,1.0,1.0
min,0.22074615406020115,0.3446816370339709,0.061260708041777745,0.10904490828589497
num_considered,150.0,150.0,150.0,150.0
num_eff,15.0,27.0,1.0,7.0
std_dev,0.2235284792279723,0.1908827154040657,0.19793489108241552,0.24454400875624466
