Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.49985404366685915,0.6598133083723028,0.18982191140471547,0.33002638215172514
max,1.0,1.0,1.0,1.0
min,0.21352269646487199,0.28886695070382595,0.04373478739593628,0.10035842293906794
num_considered,150.0,150.0,150.0,150.0
num_eff,10.0,17.0,3.0,5.0
std_dev,0.20092267561661778,0.19280429311875927,0.17440051117085517,0.19319552956361408
