E_CR,E_NCR,E_NCRE,E_CRE
1.0,0.8076078720200451,0.816047897106909,0.7741336169952244
0.8076078720200451,1.0,0.5559625417867441,0.5574865753044225
0.816047897106909,0.5559625417867441,1.0,0.9027084554825344
0.7741336169952244,0.5574865753044225,0.9027084554825344,1.0
