Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.39524473411508015,0.6373401623061816,0.1879459183085333,0.2984108898634009
max,1.0,1.0,1.0,1.0
min,0.16227181622252773,0.32627709385521886,0.04954566714854303,0.08045977011494254
num_considered,150.0,150.0,150.0,150.0
num_eff,8.0,18.0,2.0,7.0
std_dev,0.20595579690623034,0.20415062626897265,0.175954577936149,0.22948301527205833
