Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.4738195556193354,0.6239260615505282,0.2704543958796424,0.458315305080248
max,1.0,1.0,1.0,1.0
min,0.16815034588314437,0.2475431781734715,0.07277585436139133,0.1655842475828928
num_considered,150.0,150.0,150.0,150.0
num_eff,10.0,17.0,3.0,6.0
std_dev,0.23428154128549983,0.2190569919847176,0.19095100337507884,0.2172747097066519
