Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.41112197223657754,0.5970712488922904,0.2309672887861028,0.3229913531342908
max,1.0,1.0,1.0,1.0
min,0.17459700975498893,0.2699999999999183,0.0622951969167066,0.09722057953873464
num_considered,150.0,150.0,150.0,150.0
num_eff,10.0,17.0,5.0,6.0
std_dev,0.22234069296837622,0.22094568490789807,0.199591560051616,0.2053776414775779
