E_CR,E_NCR,E_NCRE,E_CRE
1.0,0.9198626202402906,0.9203246808631486,0.9008004083871457
0.9198626202402906,1.0,0.8274588737117347,0.9075061619993691
0.9203246808631486,0.8274588737117347,1.0,0.8853231000812778
0.9008004083871457,0.9075061619993691,0.8853231000812778,1.0
