Model1,Model2,TKS,p-value
E_CR,E_NCR,0.36666666666666664,2.324883884553262e-09
E_CR,E_NCRE,0.43333333333333335,4.995525172600805e-13
E_CR,E_CRE,0.28,1.388333892239179e-05
E_NCR,E_NCRE,0.6933333333333334,9.0288456597289e-35
E_NCR,E_CRE,0.47333333333333333,1.4458301144163532e-15
E_NCRE,E_CRE,0.25333333333333335,0.00012265457229066002
