E_CR,E_NCR,E_NCRE,E_CRE
1.0,0.9411367959986837,0.8836386003048344,0.8712880949504511
0.9411367959986837,1.0,0.7850461281690155,0.793338538399241
0.8836386003048344,0.7850461281690155,1.0,0.9381560481263822
0.8712880949504511,0.793338538399241,0.9381560481263822,1.0
