efficiency_RDM,efficiency_RDM_FDH,efficiency_EAT,efficiency_EAT_FDH
0.7398606886231345,0.8027094974656234,0.579843003478367,0.7045325469379142
0.26369066435547284,0.30359237506670755,0.1012881787952129,0.1487414654959489
0.47229295715829966,0.6268589787369032,0.21957812142674615,0.31600740264254545
0.5744817437382972,0.6675578533923312,0.26229008839800905,0.5385969411583397
0.34859848082326383,0.47495722591915857,0.17276164515142933,0.3646518861847452
0.47691971709377956,0.7110836693189323,0.15259697471668687,0.23954730330394147
0.40818239528316613,0.5994199871950032,0.14897210649829096,0.257446573700574
0.8021396585203086,1.0,0.5265513255352209,0.701689422602176
0.2220741183726569,0.42639748939752864,0.12293908392752362,0.1749194623517445
0.5107291317834936,0.6477485555030598,0.28020156106010474,0.5070509422393251
0.29456442619794054,0.3871484609326943,0.16986534315897384,0.3062732106031756
0.37118388182483963,0.553190446368694,0.27065219864616796,0.3156363180256032
0.3446144673250273,0.37280369533798985,0.16076860664256176,0.22205149444460148
0.3010312994077722,0.3995525973653641,0.14942944039299633,0.24358011532044466
0.5334220271831076,0.6056460123952241,0.3670551872901916,0.5102192292044274
0.29014861657599333,0.3814746081614282,0.08293808388750845,0.14326664011215362
0.2638435605916545,0.37519755812929656,0.08973043257420654,0.13666163483749472
0.48331193102172487,0.688346613592016,0.167224659690977,0.27868519494190447
0.6362700146820558,0.8305407012603135,0.25012417345956117,0.3038285711046579
0.6770523825746751,0.8458927218115025,0.29215904491053535,0.6310993895384676
0.45810660564723626,0.6178791576468076,0.1574707991297657,0.2601198495774584
0.28460188438540956,0.4324489034893968,0.19230307805241376,0.2544161760578587
0.33411837247755893,0.524845936802259,0.11295609551712804,0.22497419632225468
0.6675979176156505,0.847012337910198,0.5183231128221929,0.5546510335095982
0.4104711502096636,0.5905020416611448,0.09349941607092926,0.13770089142683828
0.37765056160777644,0.5789250997727045,0.09576503336657616,0.14974801407881289
0.50176031835075,0.6525176833081643,0.0867319836993361,0.13557807968198254
0.5860781606235257,0.77253243182219,0.25358498463087864,0.4117899212563434
0.38161142263274883,0.5957169714489439,0.10254517234319371,0.14600057330031735
0.2716483552350888,0.39230532610637225,0.14124368267498055,0.20357358951087856
0.19212366418744264,0.2411985747812344,0.08703356238133231,0.14424699184741885
0.701486010655431,0.9289229970510421,0.39864925976802223,0.6247602687109566
0.38098688993990226,0.5271243184904758,0.12798158135443272,0.26685183279927993
0.24410610060133564,0.35251980216260903,0.08635962380223083,0.24292211503631145
0.19919301516683663,0.23587606347517642,0.07381209950015022,0.0884046854213999
0.35590678663522635,0.4951665580391975,0.07257811487738397,0.09396522884067604
0.3584998707038891,0.4935502270698382,0.08700466288355879,0.10275330993322007
0.2799291019711191,0.37749643206953,0.09528726516393404,0.2898069679835338
0.596244478847763,0.696005672665671,0.24154569035326734,0.5527408487159943
0.5447828609966615,0.6208580806422942,0.3030932077358939,0.3650842063699269
0.4342212706522539,0.5611590004296065,0.2818967700205285,0.5423272587356567
0.22002570414057354,0.2815550331549528,0.13348962273629694,0.19625178960687673
0.3159541829887935,0.47092962301326025,0.21580540486930833,0.28945455929959873
0.3523282215451391,0.45642382424730354,0.08445960656315044,0.10278015092154169
0.15925865774868653,0.18150267050113866,0.0733479373040179,0.09385715512365078
0.42660249402060824,0.5209339855893201,0.1426946864768519,0.20586352165273536
0.3007111469500442,0.5578976560873368,0.13005799102577087,0.18099783799437774
0.28087141132610083,0.41655286401422953,0.09844465028461624,0.15246035244240264
0.5059246104586685,0.6183892127673796,0.12309741765915438,0.167288806896009
0.5325563097511842,0.6551791665097921,0.27150888025214037,0.39341851264065
0.6003598094991738,0.6524211693699689,0.1650913851965068,0.28497647530328907
0.378518367778207,0.5080119303673101,0.2499600116301227,0.32677421457964884
0.6004437840696746,0.6135453472605032,0.2526199582107086,0.3934678597038368
0.45749172674121596,0.616324151006032,0.15176487233886382,0.2824230188255865
0.6314613710264789,0.9248392800856196,0.13159637796705093,0.4654046428247678
0.2656536799047482,0.3867972794090663,0.13941975749812974,0.19730174457776317
0.36433405649828987,0.495924099735947,0.20635364283149693,0.26232202031326257
0.2705477931244564,0.5075615285809092,0.13608485721373387,0.20852306719022873
0.33123352546198004,0.3604284804432112,0.12354595034693316,0.3129628382473566
0.4413901506561333,0.6756775047137866,0.11133464582840014,0.1530428654072249
0.5059142280360798,0.6037455287529901,0.34417114687138406,0.5241357422146535
0.5048017968331959,0.6238486706875692,0.2836605370152605,0.5216946906903339
0.35084557009597117,0.59590894099499,0.12168111401026804,0.22592528185958538
0.5277979925001576,0.6360230884915652,0.1839740469058011,0.3040200679753501
0.32235214366995746,0.4792357902948554,0.08528980565893773,0.16377976383498827
0.38636151486143966,0.5224685185974368,0.14446508144330727,0.19886782930671232
0.31021795258787166,0.3982353098908815,0.1066627070862316,0.1565884546700913
0.4040071757393422,0.5292807395613598,0.23292967254165964,0.347159786545033
0.4137752157045602,0.5912689932246392,0.22618061233844422,0.46375458742055864
0.5210896831077183,0.6330476669556753,0.1213833289791224,0.27168260556315216
0.27844804083339125,0.382630741091736,0.0775427719376024,0.10480712718315988
0.5205081191478668,0.5886555566320119,0.3027749809546957,0.3786716334740631
0.8641182003155423,0.9778953509579351,0.47093864711882016,0.5380677915957525
0.6032396239346256,0.6768703507019748,0.4494800220811881,0.577020799374196
0.5317315664374855,0.7687205726957347,0.2541251011468316,0.3619028892851395
0.33868288918874434,0.42121848795356653,0.09232825856406668,0.154364406299609
0.6167579191454664,0.6755180008011314,0.3211849515696059,0.40967336456841474
0.3117066768564951,0.48580300379412855,0.2114242039002312,0.30593317423239674
0.5650297601614422,0.5894975299182581,0.4317033443838414,0.5518270526499294
0.5008271398569318,0.5974088751215789,0.09643157273025427,0.2000276064343216
0.3671618741149836,0.478817435851281,0.18637525101377417,0.2851534413903424
0.3009984658330356,0.37838651266816503,0.15468481945679602,0.19959598438700477
0.7108481415554566,0.7218169321911664,0.4298604451368804,0.6151120607840403
0.21959673201639296,0.24369512306683871,0.12713466143099672,0.15342478630057632
0.719483830263709,1.0,0.5076986374143182,0.5816725765074219
0.6205663727884032,0.678149087703064,0.3035792025682915,0.37085135024280147
0.26371213798061977,0.3611698382704478,0.12980027867344335,0.253765812091171
0.4284947161435493,0.5879473053921399,0.2825219028585535,0.4159938395197512
0.288444605965974,0.4375153230419224,0.15176931881360134,0.2411918533158971
0.279061621240415,0.3722562414388756,0.16020152262037068,0.18707634345836133
0.27833917906118444,0.36627370028338435,0.07915511176871104,0.09171823081056285
0.7757426503601843,1.0,0.5331739232693975,0.6907864540151725
0.30045916022080355,0.4341633493881978,0.10160062188947228,0.13897166767736513
0.2681453025468845,0.36732990411630984,0.08892746891079972,0.23497499583292747
0.5216343558272882,0.6948823034007638,0.11355471680091389,0.2673419987908938
0.2845290438161361,0.3569433335730886,0.0928217247192733,0.2967840499681562
0.3998914494025919,0.5913534092689157,0.17362604631830858,0.27826816169060586
0.3356092724990247,0.4884883222841485,0.16154183820355783,0.2088303385296819
0.1644033717268465,0.18678205307252915,0.07093549372767605,0.09034320714993194
0.49902658399500643,0.5402653914528924,0.2794071276339728,0.3753798886641426
0.8419309041768198,1.0,0.600656139041509,0.7136244255776611
1.0,1.0,0.4295126853049991,0.6934046152549824
0.7892326157033333,0.8217260408048273,0.5126917241727392,0.6424351941746242
0.9559486399246179,1.0,0.45842864681358375,0.5023115194809471
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,0.5756964775128004,0.9792564627074956
0.672841343653745,0.8204639717334264,0.34627399731643627,0.5584238949438222
1.0,1.0,0.6284898677139581,1.0
0.5491447886008538,0.6088009842674926,0.2359293198843493,0.32502092037670816
0.4623444475855323,0.7433396726468632,0.2610379711434043,0.3106082133722131
1.0,1.0,0.49776375079116264,0.919991930342347
1.0,1.0,1.0,1.0
0.630572245327339,0.6534399597028087,0.35522013931036034,0.5672174218046979
0.32804961552582423,0.3395436524051766,0.208381326553975,0.2181931837961233
0.8148392614425569,1.0,0.44348162876757,0.6001791499608469
0.6357687981771187,0.7978406985049311,0.5002169753087098,0.6485517890497228
0.36036773275811684,0.5335314819864818,0.2712158010774046,0.3662896058721906
0.8201811520915125,0.9446065058092774,0.5336631602827053,0.9003638021673062
0.6693773007983356,0.9440949600925277,0.40122498698214215,0.5184295164428316
0.5876611381224414,0.5895846183306201,0.3663246934692569,0.5759531109368905
0.6059758793021387,0.7135640229836282,0.31569334834931007,0.35047242738636575
0.8319301247388857,0.9305863022849078,0.3601880755990563,0.4274716567256718
0.3027399667498395,0.3301014222344195,0.16051487699717204,0.20234626873678085
0.48984317319758053,0.6495732478154296,0.33433286861999423,0.5352351867960633
0.6548907656106261,0.7406819164225842,0.33416099728573934,0.3637915881526501
1.0,1.0,0.5824983490791248,0.6804100221083834
0.6389178348720538,0.7057832711739748,0.33277021803244256,0.3953283315326924
0.5972495702535661,0.9531988558749813,0.27996400232896423,0.3511056391135692
1.0,1.0,0.8110284091370484,0.9382163907369272
0.7874643654649427,1.0,0.4420826839815454,0.6448755904147003
0.39870962981892444,0.604977449403245,0.300873545499902,0.41533997333842865
0.6969888172534517,0.915642864384762,0.24943575391003492,0.2932150918653841
0.7539284009432907,0.9862993127829468,0.5327974723158229,0.7273383465341898
0.4922958675088409,0.5933867740936312,0.3291668194582582,0.46105813505792503
0.5900130677799196,0.9037356493911733,0.2867099523288723,0.3675165570640494
0.9529743647306395,1.0,0.5268760047473114,0.7356675967281899
0.5836713226619133,0.5983200645792144,0.3370113012986212,0.5676579143126425
0.5538895950609988,0.5742188731426761,0.2724963590003232,0.28203199129897083
0.44623981835824844,0.5819785213759157,0.20021883460949474,0.31037954878856067
0.49227072259603033,0.6622447869007052,0.2068778466640332,0.29328710843019445
1.0,1.0,0.7269473713920166,1.0
0.4844797001372553,0.6721028521342959,0.28188405002049133,0.30818798016796334
1.0,1.0,0.598670946032758,0.629396166654592
1.0,1.0,0.6249338466376919,0.8668092309488142
0.557748544975954,0.9615756487816738,0.224568157503222,0.317907297957593
0.8946755447309541,1.0,0.5159246194320715,0.5284605287852318
0.8356029213454669,0.8318162730835341,0.603648722262176,0.8057187483982807
0.7274893336696895,1.0,0.25042062452843705,0.3306108035913604
0.29615883313504,0.3189922969117597,0.1822193193365792,0.2511587102818139
