Index,RDM,RDM_FDH,EAT,EAT_FDH
avg,0.5213331612741818,0.6414989847111715,0.27756759200216596,0.3910990966792758
max,1.0,1.0,1.0,1.0
min,0.15925865774868653,0.18150267050113866,0.07093549372767605,0.0884046854213999
num_considered,150.0,150.0,150.0,150.0
num_eff,12.0,22.0,3.0,5.0
std_dev,0.2268060306153746,0.22630044510470887,0.1921296761539964,0.23026543281827727
